analysis_identity,record_type,estimand_id,metric,observed,null_mean,null_sd,null_percentile_2p5,null_percentile_97p5,n_permutations_finite,empirical_tail,empirical_p
post_hoc_extension_float32_v4,model,chemistry_extra_trees,spearman,0.5660722533638645,0.3842626972368692,0.0147205204886934,0.3606339666626402,0.4120549984725691,100,greater,0.0099009900990099
post_hoc_extension_float32_v4,model,chemistry_extra_trees,rmse,0.8319358549666609,0.9080337110185408,0.0046612511867611,0.8989456337306566,0.9164212325090704,100,smaller,0.0099009900990099
post_hoc_extension_float32_v4,model,chemistry_extra_trees,mae,0.6115160059623229,0.6949211484493354,0.0041949454473116,0.6878557166594725,0.702699892277901,100,smaller,0.0099009900990099
post_hoc_extension_float32_v4,model,full_context_extra_trees,spearman,0.6209543134146006,0.4261683992169249,0.0129964443257866,0.4033510373854134,0.4521837565932927,100,greater,0.0099009900990099
post_hoc_extension_float32_v4,model,full_context_extra_trees,rmse,0.7917010512308035,0.8922485250315059,0.0050965293730336,0.8812455410572637,0.9011738316594308,100,smaller,0.0099009900990099
post_hoc_extension_float32_v4,model,full_context_extra_trees,mae,0.580251314059282,0.6759144730372306,0.0043458181583312,0.6688474267430795,0.6837582974663148,100,smaller,0.0099009900990099
post_hoc_extension_float32_v4,contrast,full_minus_chemistry,delta_spearman,0.0548820600507361,0.0419057019800556,0.0079558025912055,0.0273977573694913,0.0574506548751307,100,greater,0.0594059405940594
post_hoc_extension_float32_v4,contrast,full_minus_chemistry,delta_rmse,0.0402348037358574,0.0157851859870349,0.0027675017667588,0.0108720854348572,0.021161323652701,100,greater,0.0099009900990099
post_hoc_extension_float32_v4,contrast,full_minus_chemistry,delta_mae,0.0312646919030409,0.0190066754121046,0.0023855427422734,0.0143791988339179,0.0238314910317079,100,greater,0.0099009900990099
