protocol,heldout_group,model_id,param_id,n_train_rows,n_train_unique_smiles,n_train_scaffolds,n_test_rows,n_test_unique_smiles,n_test_scaffolds,spearman,pearson,rmse,mae,r2,calibration_intercept,calibration_slope,rdkit_kept,rdkit_total,rdkit_train_missing,rdkit_eval_missing,context_dim,chemistry_dim,full_dim,permutation_n_strata,permutation_n_singleton_strata,permutation_singleton_row_fraction,permutation_changed_label_fraction,permutation_label_pearson
target_ood,WIZ,full_context_extra_trees,leaf_1_maxfeat_sqrt,1409,1014,620,150,123,47,0.1694228471572585,0.2222990840673446,0.5095353757521037,0.4087640941143036,-0.0122759342193603,-2.151179581252688,1.3100494414986037,196,217,0,0,332,2244,2576,,,,,
target_ood,WIZ,full_context_label_shuffle,shuffle::leaf_1_maxfeat_sqrt,1409,1014,620,150,123,47,-0.1461098480500585,-0.0356967374682426,0.5280245589501567,0.4222260117530823,-0.0870723724365234,8.760579818841142,-0.1768616496733136,196,217,0,0,332,2244,2576,93.0,35.0,0.0248403122782115,0.9190915542938254,0.2630966329244513
target_ood,CDK2,global_mean,global,1415,992,565,145,145,102,,,0.5423780287908389,0.432421863079071,-0.1352821588516235,,,195,217,0,0,344,2243,2587,,,,,
target_ood,CDK2,hierarchical_context_mean,smoothing_2,1415,992,565,145,145,102,,,0.5423780287908389,0.432421863079071,-0.1352821588516235,,,195,217,0,0,344,2243,2587,,,,,
target_ood,CDK2,context_ridge,alpha_1,1415,992,565,145,145,102,,,0.6342142145634233,0.4820514619350433,-0.5522855520248413,,,195,217,0,0,344,2243,2587,,,,,
target_ood,CDK2,context_extra_trees,leaf_1_maxfeat_sqrt,1415,992,565,145,145,102,,,0.5941860705770061,0.4484417140483856,-0.3625252246856689,,,195,217,0,0,344,2243,2587,,,,,
target_ood,CDK2,morgan_knn,k_3_power_1,1415,992,565,145,145,102,-0.0010933887877009,-0.0045776180922985,0.609478208164819,0.4588901996612549,-0.4335604906082153,7.534036754801107,-0.0070120162262619,195,217,0,0,344,2243,2587,,,,,
target_ood,CDK2,chemistry_extra_trees,leaf_1_maxfeat_sqrt,1415,992,565,145,145,102,-0.0364767904050361,-0.0819344893097877,0.5260803630180423,0.4076277911663055,-0.0680800676345825,11.818447630577731,-0.5736211707240507,195,217,0,0,344,2243,2587,,,,,
target_ood,CDK2,full_context_extra_trees,leaf_1_maxfeat_sqrt,1415,992,565,145,145,102,-0.2259266075116436,-0.2339812815189361,0.549075006636736,0.4255987703800201,-0.163490891456604,17.00856023593194,-1.2560008893486323,195,217,0,0,344,2243,2587,,,,,
target_ood,CDK2,full_context_label_shuffle,shuffle::leaf_1_maxfeat_sqrt,1415,992,565,145,145,102,-0.1219758461342006,-0.1493535339832306,0.526539988277089,0.4113419651985168,-0.0699472427368164,15.79350792175683,-1.1030912604801344,195,217,0,0,344,2243,2587,97.0,36.0,0.0254416961130742,0.914487632508834,0.3394516499998755
target_ood,CCNK+CDK12,global_mean,global,1472,1063,614,86,73,52,,,1.090688945130791,0.9376080632209778,-1.0947322845458984,,,195,217,0,0,339,2243,2582,,,,,
target_ood,CCNK+CDK12,hierarchical_context_mean,smoothing_2,1472,1063,614,86,73,52,,,1.090688945130791,0.9376080632209778,-1.0947322845458984,,,195,217,0,0,339,2243,2582,,,,,
target_ood,CCNK+CDK12,context_ridge,alpha_0.1,1472,1063,614,86,73,52,-0.0583232677587886,-0.1481570750474929,1.2640982473102491,1.1036372184753418,-1.8137683868408203,15.22894030058135,-1.1447404364533469,195,217,0,0,339,2243,2582,,,,,
target_ood,CCNK+CDK12,context_extra_trees,leaf_1_maxfeat_0p3,1472,1063,614,86,73,52,0.0583232677587886,0.1761814206838607,1.3934652063182211,1.238780856132507,-2.419156312942505,-49.84376621035142,7.28708841705779,195,217,0,0,339,2243,2582,,,,,
target_ood,CCNK+CDK12,morgan_knn,k_3_power_2,1472,1063,614,86,73,52,0.2022482959761723,0.1930693536996841,0.9989931581146436,0.7788652181625366,-0.7573235034942627,4.802111964515843,0.2494224772641868,195,217,0,0,339,2243,2582,,,,,
target_ood,CCNK+CDK12,chemistry_extra_trees,leaf_1_maxfeat_sqrt,1472,1063,614,86,73,52,0.3039800307735974,0.2886874675750732,0.8000069945744869,0.6575308442115784,-0.1269749402999878,-0.4771237894603018,1.0190298428166342,195,217,0,0,339,2243,2582,,,,,
target_ood,CCNK+CDK12,full_context_extra_trees,leaf_1_maxfeat_sqrt,1472,1063,614,86,73,52,0.3348982500583158,0.3034650683403015,0.8188424152895785,0.6783896684646606,-0.1806668043136596,-2.2514720723251336,1.2674510562073336,195,217,0,0,339,2243,2582,,,,,
target_ood,CCNK+CDK12,full_context_label_shuffle,shuffle::leaf_1_maxfeat_sqrt,1472,1063,614,86,73,52,0.0976038839218973,0.1084291040897369,0.9030299364368128,0.7495985627174377,-0.4359223842620849,3.5612109660969504,0.4258227078636438,195,217,0,0,339,2243,2582,93.0,33.0,0.0224184782608695,0.9184782608695652,0.270748259700828
target_ood,IKZF2,global_mean,global,1369,1072,635,76,65,32,,,1.0179941567963366,0.8510218262672424,-1.2343127727508545,,,196,217,0,0,315,2244,2559,,,,,
target_ood,IKZF2,hierarchical_context_mean,smoothing_2,1369,1072,635,76,65,32,,,1.0179941567963366,0.8510218262672424,-1.2343127727508545,,,196,217,0,0,315,2244,2559,,,,,
