analysis_identity,regime,protocol,similarity_bin,heldout_group,model_id,n_rows,n_unique_smiles,n_scaffolds,spearman,rmse,mae,spearman_non_estimable_reason,rmse_non_estimable_reason,mae_non_estimable_reason
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.4_to_lt_0.6,IKZF2,full_context_extra_trees,49,43,25,-0.0894661673057041,1.0583334289636888,0.9014887615126006,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.4_to_lt_0.6,VAV1,full_context_extra_trees,11,9,8,0.1643852753918003,0.8341453769819728,0.6643597862937234,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.4_to_lt_0.6,WIZ,full_context_extra_trees,22,8,3,0.5346040399275577,0.6050924812307347,0.5340283133766869,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.6_to_lt_0.8,CDK2,chemistry_extra_trees,3,3,3,-1.0,0.5426033857850547,0.4983878135681152,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.6_to_lt_0.8,CSNK1A1,chemistry_extra_trees,8,6,5,-0.2439024390243902,1.2062185000512775,0.9779965281486512,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.6_to_lt_0.8,GSPT1,chemistry_extra_trees,21,16,8,-0.0997392649997016,1.3123380871281172,1.1294257527305966,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.6_to_lt_0.8,IKZF1,chemistry_extra_trees,27,26,16,-0.078637960910645,0.8600934289811373,0.6708937044496888,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.6_to_lt_0.8,IKZF2,chemistry_extra_trees,18,16,7,0.3195456679439276,0.3997175824154984,0.322750276989407,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.6_to_lt_0.8,CDK2,full_context_extra_trees,3,3,3,-1.0,0.6155411640122519,0.5210178693135582,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.6_to_lt_0.8,CSNK1A1,full_context_extra_trees,8,6,5,-0.2409813463559399,1.1955637540813338,0.9904184937477112,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.6_to_lt_0.8,GSPT1,full_context_extra_trees,21,16,8,-0.1757245040658791,1.4016437849077663,1.235219228835333,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.6_to_lt_0.8,IKZF1,full_context_extra_trees,27,26,16,-0.066412213740458,0.8829462633508971,0.6701579800358525,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.6_to_lt_0.8,IKZF2,full_context_extra_trees,18,16,7,0.0691434468524251,0.456668597093178,0.3581116729312471,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.8_to_1.000001,GSPT1,chemistry_extra_trees,3,3,2,0.5,0.9540438988212806,0.7524031003316244,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.8_to_1.000001,IKZF1,chemistry_extra_trees,7,6,5,-0.0360374985078223,0.7380894393893165,0.669445787157331,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.8_to_1.000001,IKZF2,chemistry_extra_trees,5,4,3,0.6668859288553501,0.5228384254880567,0.4527000427246094,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.8_to_1.000001,GSPT1,full_context_extra_trees,3,3,2,0.5,0.9703097418400284,0.7729519208272295,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.8_to_1.000001,IKZF1,full_context_extra_trees,7,6,5,-0.0714285714285714,0.6513820140325236,0.5777472087315149,,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.8_to_1.000001,IKZF2,full_context_extra_trees,5,4,3,0.7,0.548417015448213,0.4259928703308105,,,
