analysis_identity,regime,protocol,similarity_bin,contrast_id,n_rows,n_unique_smiles,n_scaffolds,n_heldout_groups,n_domains_expected,n_bootstrap_requested,delta_definition,direction,delta_spearman,delta_rmse,delta_mae,n_domains_total,represented_domains_json,represented_domains_sha256,delta_domain_macro_spearman,delta_domain_macro_spearman_finite_domains,delta_domain_macro_spearman_n_domains_eligible,delta_domain_macro_spearman_eligible_domains_json,delta_domain_macro_spearman_eligible_domains_sha256,delta_domain_macro_spearman_n_sparse_eligible_domains,delta_domain_macro_spearman_sparse_eligible_domains_json,delta_domain_macro_spearman_sparse_eligible_domains_sha256,delta_domain_macro_rmse,delta_domain_macro_rmse_finite_domains,delta_domain_macro_rmse_n_domains_eligible,delta_domain_macro_rmse_eligible_domains_json,delta_domain_macro_rmse_eligible_domains_sha256,delta_domain_macro_rmse_n_sparse_eligible_domains,delta_domain_macro_rmse_sparse_eligible_domains_json,delta_domain_macro_rmse_sparse_eligible_domains_sha256,delta_domain_macro_mae,delta_domain_macro_mae_finite_domains,delta_domain_macro_mae_n_domains_eligible,delta_domain_macro_mae_eligible_domains_json,delta_domain_macro_mae_eligible_domains_sha256,delta_domain_macro_mae_n_sparse_eligible_domains,delta_domain_macro_mae_sparse_eligible_domains_json,delta_domain_macro_mae_sparse_eligible_domains_sha256,delta_spearman_n_bootstrap_finite,delta_spearman_ci_low,delta_spearman_ci_high,delta_spearman_non_estimable_reason,delta_rmse_n_bootstrap_finite,delta_rmse_ci_low,delta_rmse_ci_high,delta_rmse_non_estimable_reason,delta_mae_n_bootstrap_finite,delta_mae_ci_low,delta_mae_ci_high,delta_mae_non_estimable_reason,delta_domain_macro_spearman_n_bootstrap_requested,delta_domain_macro_spearman_n_bootstrap_finite,delta_domain_macro_spearman_n_bootstrap_valid,delta_domain_macro_spearman_n_bootstrap_invalid_missing_domain,delta_domain_macro_spearman_n_bootstrap_invalid_metric_nonestimable,delta_domain_macro_spearman_n_bootstrap_not_attempted_structural,delta_domain_macro_spearman_minimum_valid_required,delta_domain_macro_spearman_ci_low,delta_domain_macro_spearman_ci_high,delta_domain_macro_spearman_ci_status,delta_domain_macro_spearman_non_estimable_reason,delta_domain_macro_rmse_n_bootstrap_requested,delta_domain_macro_rmse_n_bootstrap_finite,delta_domain_macro_rmse_n_bootstrap_valid,delta_domain_macro_rmse_n_bootstrap_invalid_missing_domain,delta_domain_macro_rmse_n_bootstrap_invalid_metric_nonestimable,delta_domain_macro_rmse_n_bootstrap_not_attempted_structural,delta_domain_macro_rmse_minimum_valid_required,delta_domain_macro_rmse_ci_low,delta_domain_macro_rmse_ci_high,delta_domain_macro_rmse_ci_status,delta_domain_macro_rmse_non_estimable_reason,delta_domain_macro_mae_n_bootstrap_requested,delta_domain_macro_mae_n_bootstrap_finite,delta_domain_macro_mae_n_bootstrap_valid,delta_domain_macro_mae_n_bootstrap_invalid_missing_domain,delta_domain_macro_mae_n_bootstrap_invalid_metric_nonestimable,delta_domain_macro_mae_n_bootstrap_not_attempted_structural,delta_domain_macro_mae_minimum_valid_required,delta_domain_macro_mae_ci_low,delta_domain_macro_mae_ci_high,delta_domain_macro_mae_ci_status,delta_domain_macro_mae_non_estimable_reason,bootstrap_non_estimable_reason
post_hoc_extension_float32_v4,frozen_ood,target_ood,0.6_to_lt_0.8,full_minus_chemistry,118,70,38,5,8,10000,Spearman: full - chemistry; RMSE/MAE: chemistry - full,positive values favor full for every metric,-0.0976792423392113,-0.0249875335892073,-0.0312516608480679,5,"[""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2""]",0e11f9d657e877797f640c2f8c6bb3b7a7bb7e4e149926a42a53f1eef468747c,-0.0472875966392438,5,5,"[""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2""]",0e11f9d657e877797f640c2f8c6bb3b7a7bb7e4e149926a42a53f1eef468747c,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,-0.0399145756608538,5,5,"[""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2""]",0e11f9d657e877797f640c2f8c6bb3b7a7bb7e4e149926a42a53f1eef468747c,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,-0.0299974403775147,5,5,"[""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2""]",0e11f9d657e877797f640c2f8c6bb3b7a7bb7e4e149926a42a53f1eef468747c,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,10000,-0.1609372525083477,-0.0359971861324953,,10000,-0.0490099883659866,0.002654479602133,,10000,-0.0543519565756326,-0.006157113422047,,10000,5426,5426,427,4147,0,5000,-0.1170419614721419,0.0757218766908714,ESTIMATED,,10000,9573,9573,427,0,0,5000,-0.0627982068272016,0.008972768731884,ESTIMATED,,10000,9573,9573,427,0,0,5000,-0.064655196931627,0.0089205832245966,ESTIMATED,,
post_hoc_extension_float32_v4,frozen_ood,target_ood,0.8_to_1.000001,full_minus_chemistry,41,33,18,4,8,10000,Spearman: full - chemistry; RMSE/MAE: chemistry - full,positive values favor full for every metric,-0.0444523385328133,0.014737663441019,0.0232960305562834,4,"[""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2""]",283f223cda9d238c94e10bbeef1fa2848e41976c30887612c2199610a9d07b4a,0.0008689479813369,4,4,"[""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2""]",283f223cda9d238c94e10bbeef1fa2848e41976c30887612c2199610a9d07b4a,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.0021824426647526,4,4,"[""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2""]",283f223cda9d238c94e10bbeef1fa2848e41976c30887612c2199610a9d07b4a,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.0182027758070917,4,4,"[""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2""]",283f223cda9d238c94e10bbeef1fa2848e41976c30887612c2199610a9d07b4a,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,10000,-0.1326594636255399,0.0754444341434571,,10000,-0.0200138855236606,0.0660086815049868,,10000,-0.0097255287749398,0.0742644084371709,,10000,5922,5922,835,3243,0,5000,-0.1363089677865215,0.0919296453720648,ESTIMATED,,10000,9165,9165,835,0,0,5000,-0.0196897758370548,0.059859203815279,ESTIMATED,,10000,9165,9165,835,0,0,5000,-0.0100301532079646,0.0630741604012356,ESTIMATED,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,source_ood,0.0_to_lt_0.4,full_minus_chemistry,814,740,439,4,4,10000,Spearman: full - chemistry; RMSE/MAE: chemistry - full,positive values favor full for every metric,-0.0121533989104361,0.030202349352309,0.0257291407198518,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0.0152086270884759,4,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,-0.0104318989135725,4,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,-0.0088032056498064,4,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,10000,-0.0600556557911103,0.0291027175026554,,10000,0.0127651655307484,0.0468189513045216,,10000,0.0092883491897258,0.0417042799430776,,10000,3948,3948,1401,4651,0,5000,,,NON_ESTIMABLE_TOO_FEW_VALID,too_few_complete_fixed_domain_bootstrap_replicates,10000,8599,8599,1401,0,0,5000,-0.0249905126041865,0.0217932265752623,ESTIMATED,,10000,8599,8599,1401,0,0,5000,-0.0291220677662372,0.0212530062763189,ESTIMATED,,delta_domain_macro_spearman:too_few_complete_fixed_domain_bootstrap_replicates
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,source_ood,0.4_to_lt_0.6,full_minus_chemistry,432,290,182,4,4,10000,Spearman: full - chemistry; RMSE/MAE: chemistry - full,positive values favor full for every metric,-0.2102895450926064,-0.0445980866513622,-0.0349162441712838,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,-0.2230962159308093,4,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,-0.0463608046259449,4,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,-0.044214921930881,4,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,10000,-0.3172360302223568,-0.1030053501096997,,10000,-0.0638252105165758,-0.024988073107202,,10000,-0.0546438770526838,-0.0153659371994614,,10000,10000,10000,0,0,0,5000,-0.318345678825339,-0.0977302076343504,ESTIMATED,,10000,10000,10000,0,0,0,5000,-0.0650494188137572,-0.0276431134614267,ESTIMATED,,10000,10000,10000,0,0,0,5000,-0.0625860943211754,-0.0254394545417802,ESTIMATED,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,source_ood,0.6_to_lt_0.8,full_minus_chemistry,207,161,86,4,4,10000,Spearman: full - chemistry; RMSE/MAE: chemistry - full,positive values favor full for every metric,-0.0731279152093359,0.0013086924008642,0.0077385787226726,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,-0.091017012247111,4,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,-0.0214184469731784,4,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,-0.0058834381932053,4,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,10000,-0.1741660477646682,0.0350544503404955,,10000,-0.0530921434117582,0.0559891307808935,,10000,-0.0345305238990172,0.0549008717546723,,10000,9999,9999,0,1,0,5000,-0.2489411899072041,-0.0017857480724114,ESTIMATED,,10000,10000,10000,0,0,0,5000,-0.0465575081984063,0.0127996949189692,ESTIMATED,,10000,10000,10000,0,0,0,5000,-0.0355065155325403,0.0250414049786221,ESTIMATED,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,source_ood,0.8_to_1.000001,full_minus_chemistry,67,47,42,4,4,10000,Spearman: full - chemistry; RMSE/MAE: chemistry - full,positive values favor full for every metric,0.0619283422258678,0.0716494183450536,0.0582958975834632,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0.1269588605165525,4,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.0756120263150112,4,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.0491727695884414,4,4,"[""MGDB"",""MGTbind"",""MolGlueDB"",""TPDdb""]",02deb323e028ef9f11e74abade6c060a1f719eb88a73afd61cfcc91127941e3e,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,10000,-0.0024890943256132,0.1549193896745043,,10000,0.0286439742686593,0.1212690616224237,,10000,0.0054552798247911,0.1178647693524913,,10000,9658,9658,16,326,0,5000,0.0232172474222034,0.36334660751345,ESTIMATED,,10000,9984,9984,16,0,0,5000,0.0274744258372757,0.1149295157097694,ESTIMATED,,10000,9984,9984,16,0,0,5000,0.0018717209989954,0.0942504563888944,ESTIMATED,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.0_to_lt_0.4,full_minus_chemistry,744,663,384,7,8,10000,Spearman: full - chemistry; RMSE/MAE: chemistry - full,positive values favor full for every metric,0.0214131921589712,-0.0008839780852615,0.0082542492497351,7,"[""CCNK+CDK12"",""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF2"",""VAV1"",""WIZ""]",b733fe24de8b64d766adb1b7bd1ac4e68ce8648ff4f609cb57367cee7d112884,0.0131318491147521,6,6,"[""CCNK+CDK12"",""CDK2"",""GSPT1"",""IKZF2"",""VAV1"",""WIZ""]",6ab4235362687a5320f8a3cdab1e30f33c3d835504508fa9a76339c3818bac70,1,"[""IKZF2""]",9e40f1fe4e1ed816a2976b6a2f4a3c49b7c1848cb9f82f8a387381b7983cb3b9,-0.0145788239419734,7,7,"[""CCNK+CDK12"",""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF2"",""VAV1"",""WIZ""]",b733fe24de8b64d766adb1b7bd1ac4e68ce8648ff4f609cb57367cee7d112884,1,"[""IKZF2""]",9e40f1fe4e1ed816a2976b6a2f4a3c49b7c1848cb9f82f8a387381b7983cb3b9,-0.013485951609812,7,7,"[""CCNK+CDK12"",""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF2"",""VAV1"",""WIZ""]",b733fe24de8b64d766adb1b7bd1ac4e68ce8648ff4f609cb57367cee7d112884,1,"[""IKZF2""]",9e40f1fe4e1ed816a2976b6a2f4a3c49b7c1848cb9f82f8a387381b7983cb3b9,10000,-0.043331235486972,0.0894563387756037,,10000,-0.0110301053690938,0.0110154898964513,,10000,-0.0058533156444255,0.0222268713585634,,10000,0,0,0,0,10000,5000,,,NON_ESTIMABLE_STRUCTURAL,fixed_eligible_domain_fewer_than_2_scaffold_clusters,10000,0,0,0,0,10000,5000,,,NON_ESTIMABLE_STRUCTURAL,fixed_eligible_domain_fewer_than_2_scaffold_clusters,10000,0,0,0,0,10000,5000,,,NON_ESTIMABLE_STRUCTURAL,fixed_eligible_domain_fewer_than_2_scaffold_clusters,delta_domain_macro_mae:fixed_eligible_domain_fewer_than_2_scaffold_clusters|delta_domain_macro_rmse:fixed_eligible_domain_fewer_than_2_scaffold_clusters|delta_domain_macro_spearman:fixed_eligible_domain_fewer_than_2_scaffold_clusters
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.4_to_lt_0.6,full_minus_chemistry,454,336,212,7,8,10000,Spearman: full - chemistry; RMSE/MAE: chemistry - full,positive values favor full for every metric,-0.1682246943735449,-0.0262889630030195,-0.0205787530554548,7,"[""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2"",""VAV1"",""WIZ""]",e21ad3117ee6f7051db0577e9c46d9fec7736791fc935c67f0f992a7717c647d,-0.1009112135773231,7,7,"[""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2"",""VAV1"",""WIZ""]",e21ad3117ee6f7051db0577e9c46d9fec7736791fc935c67f0f992a7717c647d,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.0003057394252835,7,7,"[""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2"",""VAV1"",""WIZ""]",e21ad3117ee6f7051db0577e9c46d9fec7736791fc935c67f0f992a7717c647d,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.0049415398241219,7,7,"[""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2"",""VAV1"",""WIZ""]",e21ad3117ee6f7051db0577e9c46d9fec7736791fc935c67f0f992a7717c647d,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,10000,-0.2309437171604679,-0.1066685894002888,,10000,-0.0401064335190452,-0.0122443798595087,,10000,-0.035014826581139,-0.004529600242531,,10000,8597,8597,483,920,0,5000,-0.2145069070769581,-0.0099779601235231,ESTIMATED,,10000,9517,9517,483,0,0,5000,-0.0140299438836004,0.0166638137445501,ESTIMATED,,10000,9517,9517,483,0,0,5000,-0.0111959665369828,0.0192709128418569,ESTIMATED,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.6_to_lt_0.8,full_minus_chemistry,77,48,31,5,8,10000,Spearman: full - chemistry; RMSE/MAE: chemistry - full,positive values favor full for every metric,-0.1513340854279843,-0.0466481063320379,-0.0390333695845169,5,"[""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2""]",0e11f9d657e877797f640c2f8c6bb3b7a7bb7e4e149926a42a53f1eef468747c,-0.0622481240638085,5,5,"[""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2""]",0e11f9d657e877797f640c2f8c6bb3b7a7bb7e4e149926a42a53f1eef468747c,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,-0.0462785158168683,5,5,"[""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2""]",0e11f9d657e877797f640c2f8c6bb3b7a7bb7e4e149926a42a53f1eef468747c,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,-0.0350942337954486,5,5,"[""CDK2"",""CSNK1A1"",""GSPT1"",""IKZF1"",""IKZF2""]",0e11f9d657e877797f640c2f8c6bb3b7a7bb7e4e149926a42a53f1eef468747c,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,10000,-0.3513031897680636,0.0342266695508646,,10000,-0.08148988367801,-0.0042178884859881,,10000,-0.0829529591969081,0.0014258373122307,,10000,5026,5026,463,4511,0,5000,-0.1730754942324787,0.0706415619616982,ESTIMATED,,10000,9537,9537,463,0,0,5000,-0.0762496943232603,0.0043891319477536,ESTIMATED,,10000,9537,9537,463,0,0,5000,-0.0804631301977803,0.0108200560594977,ESTIMATED,,
post_hoc_extension_float32_v4,strict_domain_scaffold_ood,target_ood,0.8_to_1.000001,full_minus_chemistry,15,11,9,3,8,10000,Spearman: full - chemistry; RMSE/MAE: chemistry - full,positive values favor full for every metric,-0.1911961249239988,0.0286769012047172,0.0475852966308596,3,"[""GSPT1"",""IKZF1"",""IKZF2""]",e70d0d98b6b9a4aceff1d0ab55d92e2f450a0ebf46bed11f3c59e8a6177dfa23,-0.000759000592033,3,3,"[""GSPT1"",""IKZF1"",""IKZF2""]",e70d0d98b6b9a4aceff1d0ab55d92e2f450a0ebf46bed11f3c59e8a6177dfa23,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.0149543307926295,3,3,"[""GSPT1"",""IKZF1"",""IKZF2""]",e70d0d98b6b9a4aceff1d0ab55d92e2f450a0ebf46bed11f3c59e8a6177dfa23,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.0326189767746699,3,3,"[""GSPT1"",""IKZF1"",""IKZF2""]",e70d0d98b6b9a4aceff1d0ab55d92e2f450a0ebf46bed11f3c59e8a6177dfa23,0,[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,10000,-0.4676963176294121,-0.0092167162697486,,10000,-0.0222218567252231,0.136087404071805,,10000,-0.0046786202324758,0.1312349392817572,,10000,5042,5042,1258,3700,0,5000,-0.1816121828454073,0.1109774990983772,ESTIMATED,,10000,8742,8742,1258,0,0,5000,-0.0177068588128757,0.078371467026006,ESTIMATED,,10000,8742,8742,1258,0,0,5000,-0.0029965088674515,0.0790078545941248,ESTIMATED,,
